Course Catalogue Number,Department Name,Course Name,Course Description,Graduate/Undergraduate,Format,Lab,Academic Catalogue Year,Food Systems,Food Justice/Equity,Critical Pedagogy,Keyword
AGSC 291,AGSC - Agricultural Science (AGSC),Research,"
   Research conducted under the direction of faculty member in agricultural science. May be repeated 2 times for credit. Prerequisites: Freshman or sophomore classification and approval of instructor.
",UG,Other,False,2016-2017,,,,['agri']
AGSC 301,AGSC - Agricultural Science (AGSC),Introduction to Agricultural Science Teaching,"
   Introduction to agricultural science teaching at the secondary level; an overview of preparing teachers for a changing world including knowledge of learners, subject matter and teaching within the context of agricultural science. Prerequisite: Junior or senior classification.
",UG,Lecture,False,2016-2017,,,,['agri']
AGSC 305,AGSC - Agricultural Science (AGSC),Management of Supervised Agricultural Experiences,"
   Overview of supervised agricultural experiences (SAEs) and content that can be used in the secondary agricultural science program; engagement in SAE programs; management practices for SAE projects including record keeping and student reports. Prerequisite: Junior or senior classification.
",UG,Lecture,False,2016-2017,,,,"['agri', 'management practice']"
AGSC 373,AGSC - Agricultural Science (AGSC),Managing Safety in the Agricultural Science Program,"
   Safety principles and procedures, methods of teaching and motivating students in agricultural mechanics; design for those preparing to teach agricultural science in Texas public schools. Prerequisite: Junior or senior classification.
",UG,Lecture,True,2016-2017,,,,['agri']
AGSC 380,AGSC - Agricultural Science (AGSC),Workshop in Agricultural Science,"
   The study, understanding and solution of human-agricultural problems based on theory learned in the classroom, library, laboratory and fieldwork completed by individuals and teams. Prerequisite: Junior or senior classification.
",UG,Lecture,False,2016-2017,,,,['agri']
AGSC 383,AGSC - Agricultural Science (AGSC),Teaching Agricultural Mechanics,"
   Methods of teaching and motivating students in agricultural mechanics; designed for students preparing to teach agricultural science in Texas public schools. Prerequisites: AGSC 301 and AGSC 373.
",UG,Lecture,True,2016-2017,,,,['agri']
AGSC 384,AGSC - Agricultural Science (AGSC),Clinical Professional Experience in AGSC,"
   Clinical field experience for students preparing to teach agricultural science in public schools of Texas; through first-hand observation, students will study learning theories, individual differences, teaching methods, classroom management, curriculum, school climate and culture, and teacher roles and responsibilities. Prerequisite: AGSC 301.
",UG,Lecture,True,2016-2017,,,,['agri']
AGSC 402,AGSC - Agricultural Science (AGSC),Designing Instruction for Secondary Agricultural Science Programs,"
   Theory and practice in designing instruction for secondary agricultural science programs including effective planning and delivery methods; designed for students preparing to teach agricultural science in Texas public schools. Prerequisites: AGSC 384; concurrent enrollment in AGSC 405.
",UG,Lecture,True,2016-2017,,,,['agri']
AGSC 405,AGSC - Agricultural Science (AGSC),Facilitating Complete Secondary Agricultural Science Programs,"
   Theory and practice in facilitating secondary agricultural science programs: includes classroom instruction, supervised experience, and youth leadership development; designed for students preparing to teach agricultural science in Texas public schools. Prerequisites: AGSC 384; concurrent enrollment in AGSC 402.
",UG,Lecture,True,2016-2017,,,,['agri']
AGSC 425,AGSC - Agricultural Science (AGSC),Learner Centered Instruction in Agricultural Science,"
   Preparing curriculum materials for secondary agricultural science and adult education programs. Prerequisites: Grade of C or better in AGSC 402 and AGSC 405.
",UG,Lecture,False,2016-2017,,,,['agri']
AGSC 436,AGSC - Agricultural Science (AGSC),Professional Teaching Internship in AGSC,"
   Planning for and teaching secondary agricultural science in selected high schools in Texas; includes 12 weeks of professional teaching experience under the guidance of a university supervisor and a cooperating teacher in the school. Prerequisites: Grade of C or better in AGSC 402 and AGSC 405.
",UG,Lecture,True,2016-2017,,,,['agri']
AGSC 481,AGSC - Agricultural Science (AGSC),Seminar,"
   Review of current literature and research as related to program development in light of legislation and policies affecting education in agriculture. Prerequisite: Grade of C or better in AGSC 402 and AGSC 405.
",UG,Lecture,False,2016-2017,,,,['agri']
AGSC 485,AGSC - Agricultural Science (AGSC),Directed Studies,"
   Directed individual study of selected problems in agricultural science with emphasis on collection, analysis and presentation of information. May be repeated for credit. Prerequisite: Junior or senior classification; approval of instructor.
",UG,Lecture,False,2016-2017,,,,['agri']
AGSC 489,AGSC - Agricultural Science (AGSC),Special Topics in...,"
   Special topics in an identified area of agricultural science. May be repeated for credit. Prerequisite: Approval of department head.
",UG,Lecture,True,2016-2017,,,,['agri']
AGSC 491,AGSC - Agricultural Science (AGSC),Research,"
   Research conducted under the direction of faculty member in agricultural science. May be repeated 3 times for credit. Registration in multiple sections of this course are possible within a given semester provided that the per semester credit hour limit is not exceeded. Prerequisites: Junior or senior classification and approval of instructor.
",UG,Other,False,2016-2017,,,,['agri']
AGSM 125,AGSM - Agricultrl Systems Mgmt (AGSM),Introduction to Agricultural Systems Management,"
   Introduction to technical management of agricultural systems using management projects presented by agricultural managers from industry; problem definition, information search, idea generation and development of management solutions. Prerequisite: Freshman or sophomore classification or approval of instructor; majors only.
",UG,Other,True,2016-2017,,,,['agri']
AGSM 201,AGSM - Agricultrl Systems Mgmt (AGSM),Agricultural Energy and Power Systems,"
(AGRI 2301) Agricultural Energy and Power Systems.   A study of the types of power and energy sources used in agricultural equipment and systems; management considerations for selecting, operating and maintaining internal combustion engines, electric equipment and motors, and renewables as power sources.
",UG,Lecture,True,2016-2017,,,,['agri']
AGSM 284,AGSM - Agricultrl Systems Mgmt (AGSM),Internship,"
 No Credit. Practical experience working in a professional agricultural systems management setting. May be taken three times. Prerequisite: Freshman or sophomore classification; approval of the instructor.
",UG,Lecture,True,2016-2017,,,,['agri']
AGSM 285,AGSM - Agricultrl Systems Mgmt (AGSM),Directed Studies,"
   Selected problems in any phase of agricultural systems management; credit and specific content dependent upon background, interest, ability and needs of student enrolled; individual consultations and reports required. Prerequisites: Freshman or sophomore classification; approval of department head.
",UG,Other,False,2016-2017,,,,['agri']
AGSM 289,AGSM - Agricultrl Systems Mgmt (AGSM),Special Topics in...,"
   Selected topics in an identified area of agricultural systems management. May be repeated for credit. Prerequisite: Approval of instructor.
",UG,Lecture,False,2016-2017,,,,['agri']
AGSM 291,AGSM - Agricultrl Systems Mgmt (AGSM),Research,"
  Research conducted under the direction of faculty member in agricultural systems management. Prerequisites: Freshman or sophomore classification and approval of instructor.
",UG,Other,False,2016-2017,,,,['agri']
AGSM 301,AGSM - Agricultrl Systems Mgmt (AGSM),Systems Analysis in Agriculture,"
   Operations research and systems theory applied to management problems in food and agricultural industries; linear programming, queuing theory, simulation and critical path method; provides the knowledge and computer skills to better manage resources for the evolving agricultural industries. Prerequisites: MATH 141 and MATH 142 with a grade of C or better.
",UG,Lecture,False,2016-2017,,,,"['agri', 'food']"
AGSM 310,AGSM - Agricultrl Systems Mgmt (AGSM),Agricultural Machinery Management,"
    Selection of a matched complement of power units and machines for farming operations; consider constraints such as crops, season, weather, personnel and capital; apply systems techniques such as linear programming, optimization, queuing theory and inventory models; utilize available software programs and learn to develop electronic spreadsheets and other customized software. Prerequisites: AGSM 301; AGEC 330; or registration therein.*
",UG,Lecture,True,2016-2017,,,,"['agri', 'crop', 'farm']"
/FSTC 315,AGSM - Agricultrl Systems Mgmt (AGSM),Food Process Engineering Technology,"
   Elementary mechanics, physical properties of food and processing materials, heat transfer, temperature measurement, solar heating and cooling, refrigeration and insulation, dehydration as applied to foods and food processing. Prerequisite: PHYS 201 or PHYS 218; junior or senior classification or approval of instructor. Cross Listing: FSTC 315/AGSM 315.
",UG,Lecture,True,2016-2017,,,,"['food', ' refrigerat']"
